EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
S­ Tö  Vµng																																							..\man\ma_038_hh_rs01.spr	..\man\ma_038_hh_rw.spr	..\man\ma_038_hh_rr.spr	..\man\ma_038_hh_ra01.spr	..\man\ma_038_hh_ra02.spr	..\man\ma_038_hh_rm.spr	..\man\ma_038_hh_rb.spr	..\man\ma_038_hh_rd.spr	..\man\ma_038_hh_rs01.spr	..\man\ma_038_hh_rs01.spr
Hæ R¨ng KiÕm																																							..\man\MA_HH_093_RD01.spr	..\man\MA_HH_093_HW01.spr	..\man\MA_HH_093_HR01.spr	..\man\MA_HH_093_HA01.spr	..\man\MA_HH_093_HA02.spr	..\man\MA_HH_093_HM01.spr	..\man\MA_HH_093_HI01.spr	..\man\MA_HH_093_HD01.spr	..\man\MA_HH_093_RD01.spr	..\man\MA_HH_093_RD01.spr
¤ Truy																																							..\man\ma_008_hh_rs01.spr	..\man\ma_008_hh_rw.spr	..\man\ma_008_hh_rr.spr	..\man\ma_008_hh_ra01.spr	..\man\ma_008_hh_ra02.spr	..\man\ma_008_hh_rm.spr	..\man\ma_008_hh_rb.spr	..\man\ma_008_hh_rd.spr	..\man\ma_008_hh_rs01.spr	..\man\ma_008_hh_rs01.spr
Song Vü																																							..\man\horse_32_hh_rs.spr	..\man\horse_32_hh_rw.spr	..\man\horse_32_hh_rr.spr	..\man\horse_32_hh_ra01.spr	..\man\horse_32_hh_ra02.spr	..\man\horse_32_hh_rm.spr	..\man\horse_32_hh_rb.spr	..\man\horse_32_hh_rd.spr	..\man\horse_32_hh_rs.spr	..\man\horse_32_hh_rs.spr
Vua Hæ																																							..\man\ma_020_hh_rs01.spr	..\man\ma_020_hh_rw.spr	..\man\ma_020_hh_rr.spr	..\man\ma_020_hh_ra01.spr	..\man\ma_020_hh_ra02.spr	..\man\ma_020_hh_rm.spr	..\man\ma_020_hh_rb.spr	..\man\ma_020_hh_rd.spr	..\man\ma_020_hh_rs01.spr	..\man\ma_020_hh_rs01.spr
B¨ng Háa L©n																																							..\man\ma_021_hh_rs01.spr	..\man\ma_021_hh_rw.spr	..\man\ma_021_hh_rr.spr	..\man\ma_021_hh_ra01.spr	..\man\ma_021_hh_ra02.spr	..\man\ma_021_hh_rm.spr	..\man\ma_021_hh_rb.spr	..\man\ma_021_hh_rd.spr	..\man\ma_021_hh_rs01.spr	..\man\ma_021_hh_rs01.spr
ThiÕt Gi¸p L©n																																							..\man\ma_0222_hh_rs01.spr	..\man\ma_0222_hh_rw.spr	..\man\ma_0222_hh_rr.spr	..\man\ma_0222_hh_ra01.spr	..\man\ma_0222_hh_ra02.spr	..\man\ma_0222_hh_rm.spr	..\man\ma_0222_hh_rb.spr	..\man\ma_0222_hh_rd.spr	..\man\ma_0222_hh_rs01.spr	..\man\ma_0222_hh_rs01.spr
Hoµng L©n																																							..\man\ma_023_hh_rs01.spr	..\man\ma_023_hh_rw.spr	..\man\ma_023_hh_rr.spr	..\man\ma_023_hh_ra01.spr	..\man\ma_023_hh_ra02.spr	..\man\ma_023_hh_rm.spr	..\man\ma_023_hh_rb.spr	..\man\ma_023_hh_rd.spr	..\man\ma_023_hh_rs01.spr	..\man\ma_023_hh_rs01.spr
BÝch L©n																																							..\man\ma_024_hh_rs01.spr	..\man\ma_024_hh_rw.spr	..\man\ma_024_hh_rr.spr	..\man\ma_024_hh_ra01.spr	..\man\ma_024_hh_ra02.spr	..\man\ma_024_hh_rm.spr	..\man\ma_024_hh_rb.spr	..\man\ma_024_hh_rd.spr	..\man\ma_024_hh_rs01.spr	..\man\ma_024_hh_rs01.spr
Háa Viªm																																							..\man\ma_025_hh_rs01.spr	..\man\ma_025_hh_rw.spr	..\man\ma_025_hh_rr.spr	..\man\ma_025_hh_ra01.spr	..\man\ma_025_hh_ra02.spr	..\man\ma_025_hh_rm.spr	..\man\ma_025_hh_rb.spr	..\man\ma_025_hh_rd.spr	..\man\ma_025_hh_rs01.spr	..\man\ma_025_hh_rs01.spr
H¾c Tinh 																																							..\man\ma_026_hh_rs01.spr	..\man\ma_026_hh_rw.spr	..\man\ma_026_hh_rr.spr	..\man\ma_026_hh_ra01.spr	..\man\ma_026_hh_ra02.spr	..\man\ma_026_hh_rm.spr	..\man\ma_026_hh_rb.spr	..\man\ma_026_hh_rd.spr	..\man\ma_026_hh_rs01.spr	..\man\ma_026_hh_rs01.spr
H¾c Hãa																																							..\man\ma_027_hh_rs01.spr	..\man\ma_027_hh_rw.spr	..\man\ma_027_hh_rr.spr	..\man\ma_027_hh_ra01.spr	..\man\ma_027_hh_ra02.spr	..\man\ma_027_hh_rm.spr	..\man\ma_027_hh_rb.spr	..\man\ma_027_hh_rd.spr	..\man\ma_027_hh_rs01.spr	..\man\ma_027_hh_rs01.spr
Giao Phong																																							..\man\ma_0228_hh_rs01.spr	..\man\ma_0228_hh_rw.spr	..\man\ma_0228_hh_rr.spr	..\man\ma_0228_hh_ra01.spr	..\man\ma_0228_hh_ra02.spr	..\man\ma_0228_hh_rm.spr	..\man\ma_0228_hh_rb.spr	..\man\ma_0228_hh_rd.spr	..\man\ma_0228_hh_rs01.spr	..\man\ma_0228_hh_rs01.spr
TuyÕt V« ¶nh																																							..\man\ma_029_hh_rs01.spr	..\man\ma_029_hh_rw.spr	..\man\ma_029_hh_rr.spr	..\man\ma_029_hh_ra01.spr	..\man\ma_029_hh_ra02.spr	..\man\ma_029_hh_rm.spr	..\man\ma_029_hh_rb.spr	..\man\ma_029_hh_rd.spr	..\man\ma_029_hh_rs01.spr	..\man\ma_029_hh_rs01.spr
B¹ch L©n																																							..\man\ma_0230_hh_rs01.spr	..\man\ma_0230_hh_rw.spr	..\man\ma_0230_hh_rr.spr	..\man\ma_0230_hh_ra01.spr	..\man\ma_0230_hh_ra02.spr	..\man\ma_0230_hh_rm.spr	..\man\ma_0230_hh_rb.spr	..\man\ma_0230_hh_rd.spr	..\man\ma_0230_hh_rs01.spr	..\man\ma_0230_hh_rs01.spr
