EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
S­ Tö  Vµng																																							..\man\ma_038_hb_rs01.spr	..\man\ma_038_hb_rw.spr	..\man\ma_038_hb_rr.spr	..\man\ma_038_hb_ra01.spr	..\man\ma_038_hb_ra02.spr	..\man\ma_038_hb_rm.spr	..\man\ma_038_hb_rb.spr	..\man\ma_038_hb_rd.spr	..\man\ma_038_hb_rs01.spr	..\man\ma_038_hb_rs01.spr
Hæ R¨ng KiÕm																																							..\man\MA_HB_093_RD01.spr	..\man\MA_HB_093_HW01.spr	..\man\MA_HB_093_HR01.spr	..\man\MA_HB_093_HA01.spr	..\man\MA_HB_093_HA02.spr	..\man\MA_HB_093_HM01.spr	..\man\MA_HB_093_HI01.spr	..\man\MA_HB_093_HD01.spr	..\man\MA_HB_093_RD01.spr	..\man\MA_HB_093_RD01.spr
¤ Truy																																							..\man\ma_008_hb_rs01.spr	..\man\ma_008_hb_rw.spr	..\man\ma_008_hb_rr.spr	..\man\ma_008_hb_ra01.spr	..\man\ma_008_hb_ra02.spr	..\man\ma_008_hb_rm.spr	..\man\ma_008_hb_rb.spr	..\man\ma_008_hb_rd.spr	..\man\ma_008_hb_rs01.spr	..\man\ma_008_hb_rs01.spr
Song Vü																																							..\man\horse_32_hb_rs.spr	..\man\horse_32_hb_rw.spr	..\man\horse_32_hb_rr.spr	..\man\horse_32_hb_ra01.spr	..\man\horse_32_hb_ra02.spr	..\man\horse_32_hb_rm.spr	..\man\horse_32_hb_rb.spr	..\man\horse_32_hb_rd.spr	..\man\horse_32_hb_rs.spr	..\man\horse_32_hb_rs.spr
Vua Hæ																																							..\man\ma_020_hb_rs01.spr	..\man\ma_020_hb_rw.spr	..\man\ma_020_hb_rr.spr	..\man\ma_020_hb_ra01.spr	..\man\ma_020_hb_ra02.spr	..\man\ma_020_hb_rm.spr	..\man\ma_020_hb_rb.spr	..\man\ma_020_hb_rd.spr	..\man\ma_020_hb_rs01.spr	..\man\ma_020_hb_rs01.spr
B¨ng Háa L©n																																							..\man\ma_021_hb_rs01.spr	..\man\ma_021_hb_rw.spr	..\man\ma_021_hb_rr.spr	..\man\ma_021_hb_ra01.spr	..\man\ma_021_hb_ra02.spr	..\man\ma_021_hb_rm.spr	..\man\ma_021_hb_rb.spr	..\man\ma_021_hb_rd.spr	..\man\ma_021_hb_rs01.spr	..\man\ma_021_hb_rs01.spr
ThiÕt Gi¸p L©n																																							..\man\ma_0222_hb_rs01.spr	..\man\ma_0222_hb_rw.spr	..\man\ma_0222_hb_rr.spr	..\man\ma_0222_hb_ra01.spr	..\man\ma_0222_hb_ra02.spr	..\man\ma_0222_hb_rm.spr	..\man\ma_0222_hb_rb.spr	..\man\ma_0222_hb_rd.spr	..\man\ma_0222_hb_rs01.spr	..\man\ma_0222_hb_rs01.spr
Hoµng L©n																																							..\man\ma_023_hb_rs01.spr	..\man\ma_023_hb_rw.spr	..\man\ma_023_hb_rr.spr	..\man\ma_023_hb_ra01.spr	..\man\ma_023_hb_ra02.spr	..\man\ma_023_hb_rm.spr	..\man\ma_023_hb_rb.spr	..\man\ma_023_hb_rd.spr	..\man\ma_023_hb_rs01.spr	..\man\ma_023_hb_rs01.spr
BÝch L©n																																							..\man\ma_024_hb_rs01.spr	..\man\ma_024_hb_rw.spr	..\man\ma_024_hb_rr.spr	..\man\ma_024_hb_ra01.spr	..\man\ma_024_hb_ra02.spr	..\man\ma_024_hb_rm.spr	..\man\ma_024_hb_rb.spr	..\man\ma_024_hb_rd.spr	..\man\ma_024_hb_rs01.spr	..\man\ma_024_hb_rs01.spr
Háa Viªm																																							..\man\ma_025_hb_rs01.spr	..\man\ma_025_hb_rw.spr	..\man\ma_025_hb_rr.spr	..\man\ma_025_hb_ra01.spr	..\man\ma_025_hb_ra02.spr	..\man\ma_025_hb_rm.spr	..\man\ma_025_hb_rb.spr	..\man\ma_025_hb_rd.spr	..\man\ma_025_hb_rs01.spr	..\man\ma_025_hb_rs01.spr
H¾c Tinh 																																							..\man\ma_026_hb_rs01.spr	..\man\ma_026_hb_rw.spr	..\man\ma_026_hb_rr.spr	..\man\ma_026_hb_ra01.spr	..\man\ma_026_hb_ra02.spr	..\man\ma_026_hb_rm.spr	..\man\ma_026_hb_rb.spr	..\man\ma_026_hb_rd.spr	..\man\ma_026_hb_rs01.spr	..\man\ma_026_hb_rs01.spr
H¾c Hãa																																							..\man\ma_027_hb_rs01.spr	..\man\ma_027_hb_rw.spr	..\man\ma_027_hb_rr.spr	..\man\ma_027_hb_ra01.spr	..\man\ma_027_hb_ra02.spr	..\man\ma_027_hb_rm.spr	..\man\ma_027_hb_rb.spr	..\man\ma_027_hb_rd.spr	..\man\ma_027_hb_rs01.spr	..\man\ma_027_hb_rs01.spr
Giao Phong																																							..\man\ma_0228_hb_rs01.spr	..\man\ma_0228_hb_rw.spr	..\man\ma_0228_hb_rr.spr	..\man\ma_0228_hb_ra01.spr	..\man\ma_0228_hb_ra02.spr	..\man\ma_0228_hb_rm.spr	..\man\ma_0228_hb_rb.spr	..\man\ma_0228_hb_rd.spr	..\man\ma_0228_hb_rs01.spr	..\man\ma_0228_hb_rs01.spr
TuyÕt V« ¶nh																																							..\man\ma_029_hb_rs01.spr	..\man\ma_029_hb_rw.spr	..\man\ma_029_hb_rr.spr	..\man\ma_029_hb_ra01.spr	..\man\ma_029_hb_ra02.spr	..\man\ma_029_hb_rm.spr	..\man\ma_029_hb_rb.spr	..\man\ma_029_hb_rd.spr	..\man\ma_029_hb_rs01.spr	..\man\ma_029_hb_rs01.spr
B¹ch L©n																																							..\man\ma_0230_hb_rs01.spr	..\man\ma_0230_hb_rw.spr	..\man\ma_0230_hb_rr.spr	..\man\ma_0230_hb_ra01.spr	..\man\ma_0230_hb_ra02.spr	..\man\ma_0230_hb_rm.spr	..\man\ma_0230_hb_rb.spr	..\man\ma_0230_hb_rd.spr	..\man\ma_0230_hb_rs01.spr	..\man\ma_0230_hb_rs01.spr
